model,dataset,data_dir,dataset_key,method,compression_ratio,fraction,score_name,score,lower_is_better,metrics_path,config_path,predictions_path,status
llama31_8b_instruct,longbench,multifieldqa_en,longbench:multifieldqa_en,snapkv,0.5,1.0,score,55.49,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_multifieldqa_en__snapkv__r0p5/longbench__multifieldqa_en__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_multifieldqa_en__snapkv__r0p5/longbench__multifieldqa_en__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_multifieldqa_en__snapkv__r0p5/longbench__multifieldqa_en__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,multifieldqa_en,longbench:multifieldqa_en,snapkv,0.6,1.0,score,55.14,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_multifieldqa_en__snapkv__r0p6/longbench__multifieldqa_en__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.60__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_multifieldqa_en__snapkv__r0p6/longbench__multifieldqa_en__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.60__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_multifieldqa_en__snapkv__r0p6/longbench__multifieldqa_en__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.60__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,multifieldqa_en,longbench:multifieldqa_en,snapkv,0.7,1.0,score,55.84,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_multifieldqa_en__snapkv__r0p7/longbench__multifieldqa_en__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.70__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_multifieldqa_en__snapkv__r0p7/longbench__multifieldqa_en__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.70__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_multifieldqa_en__snapkv__r0p7/longbench__multifieldqa_en__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.70__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,blockwise,0.3,1.0,score,32.69,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p3/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.30__query_aware__qwindow64__topk4__d5595456c8a2/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p3/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.30__query_aware__qwindow64__topk4__d5595456c8a2/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p3/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.30__query_aware__qwindow64__topk4__d5595456c8a2/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,blockwise,0.4,1.0,score,31.67,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p4/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.40__query_aware__qwindow64__topk4__b2690bacd729/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p4/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.40__query_aware__qwindow64__topk4__b2690bacd729/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p4/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.40__query_aware__qwindow64__topk4__b2690bacd729/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,blockwise,0.5,0.01,score,50.0,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p5/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.50__fraction0.010__query_aware__qwindow64__f3543b118c66/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p5/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.50__fraction0.010__query_aware__qwindow64__f3543b118c66/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p5/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.50__fraction0.010__query_aware__qwindow64__f3543b118c66/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,blockwise,0.5,1.0,score,31.3,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p5/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.50__query_aware__qwindow64__topk4__6f05de509fb6/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p5/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.50__query_aware__qwindow64__topk4__6f05de509fb6/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p5/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.50__query_aware__qwindow64__topk4__6f05de509fb6/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,blockwise,0.6,1.0,score,31.56,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p6/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.60__query_aware__qwindow64__topk4__1e5c460e4476/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p6/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.60__query_aware__qwindow64__topk4__1e5c460e4476/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p6/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.60__query_aware__qwindow64__topk4__1e5c460e4476/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,blockwise,0.7,1.0,score,31.01,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p7/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.70__query_aware__qwindow64__topk4__97e74cab9dc6/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p7/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.70__query_aware__qwindow64__topk4__97e74cab9dc6/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__blockwise__r0p7/longbench__musique__--Tan--mo-4a9a52dc19__block_wise__0.70__query_aware__qwindow64__topk4__97e74cab9dc6/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,chunkkv,0.3,1.0,score,33.93,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p3/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.30__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p3/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.30__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p3/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.30__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,chunkkv,0.4,1.0,score,32.77,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p4/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.40__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p4/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.40__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p4/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.40__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,chunkkv,0.5,0.01,score,50.0,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__fraction0.010__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__fraction0.010__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__fraction0.010__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,chunkkv,0.5,1.0,score,32.38,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.50__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,chunkkv,0.6,1.0,score,32.87,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p6/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.60__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p6/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.60__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p6/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.60__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,chunkkv,0.7,1.0,score,32.39,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p7/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.70__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p7/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.70__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__chunkkv__r0p7/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.70__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,snapkv,0.3,1.0,score,32.39,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p3/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.30__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p3/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.30__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p3/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.30__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,snapkv,0.4,1.0,score,33.31,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p4/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.40__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p4/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.40__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p4/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.40__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,snapkv,0.5,0.01,score,50.0,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__fraction0.010__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__fraction0.010__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__fraction0.010__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,snapkv,0.5,1.0,score,32.84,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.50__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,snapkv,0.6,1.0,score,32.94,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p6/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.60__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p6/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.60__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p6/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.60__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,musique,longbench:musique,snapkv,0.7,1.0,score,32.56,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p7/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.70__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p7/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.70__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_musique__snapkv__r0p7/longbench__musique__--Tan--model--Llama-3.1-8B-Instruct__snapkv__0.70__query_aware/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.3,1.0,score,30.07,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p3/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.30__query_aware__qwindow64__topk4__3296908063b0/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p3/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.30__query_aware__qwindow64__topk4__3296908063b0/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p3/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.30__query_aware__qwindow64__topk4__3296908063b0/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.4,1.0,score,29.58,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p4/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.40__query_aware__qwindow64__topk4__0b2663c1af1f/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p4/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.40__query_aware__qwindow64__topk4__0b2663c1af1f/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p4/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.40__query_aware__qwindow64__topk4__0b2663c1af1f/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.5,0.01,score,11.11,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.50__fraction0.010__query_aware__qwindow64__c3209601cf5f/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.50__fraction0.010__query_aware__qwindow64__c3209601cf5f/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.50__fraction0.010__query_aware__qwindow64__c3209601cf5f/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.5,1.0,score,29.38,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.50__query_aware__qwindow64__topk4__f3be73a25e32/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.50__query_aware__qwindow64__topk4__f3be73a25e32/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.50__query_aware__qwindow64__topk4__f3be73a25e32/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.6,1.0,score,27.38,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p6/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.60__query_aware__qwindow64__topk4__da874379e34b/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p6/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.60__query_aware__qwindow64__topk4__da874379e34b/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p6/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.60__query_aware__qwindow64__topk4__da874379e34b/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.7,1.0,score,26.99,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p7/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.70__query_aware__qwindow64__topk4__f998f418bb30/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p7/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.70__query_aware__qwindow64__topk4__f998f418bb30/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__blockwise__r0p7/longbench__narrativeqa__--Tan--mo-4a9a52dc19__block_wise__0.70__query_aware__qwindow64__topk4__f998f418bb30/ATC26_predictions.csv,success
llama31_8b_instruct,longbench,narrativeqa,longbench:narrativeqa,chunkkv,0.3,1.0,score,30.76,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__chunkkv__r0p3/longbench__narrativeqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.30__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__chunkkv__r0p3/longbench__narrativeqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.30__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/llama31_8b_instruct__longbench_narrativeqa__chunkkv__r0p3/longbench__narrativeqa__--Tan--model--Llama-3.1-8B-Instruct__chunkkv__0.30__query_aware/ATC26_predictions.csv,success
