model,model_label,method,method_label,compression_ratio,dataset_key,needle_depth,rouge_l_f,predicted_answer
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.4,needle_in_haystack:16384,75,47.27272680991737,to eat a sandwich and sit in Dolores Park on a sunny day. This is a recommendation based on the author's belief that the most enjoyable activities are those that promote relaxation and enjoyment of the surroundings. The author suggests that this activity
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.5,needle_in_haystack:16384,75,60.37735802064793,to eat a sandwich and sit in Dolores Park on a sunny day. This is a reference to a line in the book that suggests this as the best activity in San Francisco. The book emphasizes the importance of simplicity and readability in writing
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.6,needle_in_haystack:16384,75,70.37036990397806,"to eat a sandwich and sit in Dolores Park on a sunny day. This is a reference to a line in the book that suggests the best thing to do in San Francisco is to enjoy simple pleasures, rather than focusing solely on work or"
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.7,needle_in_haystack:16384,75,70.58823481737794,"to eat a sandwich and sit in Dolores Park on a sunny day. However, if you're referring to the book's theme of writing succinctly, the best thing to do in San Francisco (or anywhere) would be to"
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.8,needle_in_haystack:16384,75,66.66666620027436,"to eat a sandwich and sit in Dolores Park on a sunny day. However, if you're referring to the book's theme of writing using ordinary words and simple sentences, the best thing to do in San Francisco would be to write"
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.3,needle_in_haystack:16384,75,47.27272680991737,to eat a sandwich and sit in Dolores Park on a sunny day. This is a recommendation based on the author's belief that the most enjoyable activities are those that allow for relaxation and enjoyment of the surroundings. The author suggests that this
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.4,needle_in_haystack:16384,75,53.0612240066639,"to eat a sandwich and sit in Dolores Park on a sunny day. This is a recommendation based on the author's belief that the most enjoyable activities are those that allow for relaxation and leisure, and that a sandwich and a day in"
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.5,needle_in_haystack:16384,75,47.27272680991737,to eat a sandwich and sit in Dolores Park on a sunny day. This is a recommendation based on the author's belief that the most enjoyable activities are those that promote relaxation and enjoyment of the surroundings. The author suggests that this activity
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.6,needle_in_haystack:16384,75,49.05660330366679,to eat a sandwich and sit in Dolores Park on a sunny day. This is a recommendation based on the author's belief that the most enjoyable activities are simple and unpretentious. The author suggests that this activity is a good way
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.7,needle_in_haystack:16384,75,50.98039168012304,"to eat a sandwich and sit in Dolores Park on a sunny day. This is a recommendation based on the author's belief that regularity and readability are important qualities in writing, and that simple, ordinary words and sentences are easier to"
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.8,needle_in_haystack:16384,75,48.148147681755844,"to eat a sandwich and sit in Dolores Park on a sunny day. This is a suggestion made in the book, which emphasizes the importance of simple, enjoyable activities and avoiding unnecessary complications. The book also encourages readers to focus on"
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.3,needle_in_haystack:16384,75,53.0612240066639,"to eat a sandwich and sit in Dolores Park on a sunny day. This is a recommendation based on the author's belief that the most enjoyable activities are those that allow for relaxation and leisure, and that a sandwich and a day in"
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.4,needle_in_haystack:16384,75,47.27272680991737,to eat a sandwich and sit in Dolores Park on a sunny day. This is a recommendation based on the author's belief that the most enjoyable activities are those that allow for relaxation and enjoyment of the surroundings. The author suggests that this
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.5,needle_in_haystack:16384,75,47.27272680991737,to eat a sandwich and sit in Dolores Park on a sunny day. This is a recommendation based on the author's belief that the most enjoyable activities are those that allow for relaxation and enjoyment of one's surroundings. The author suggests
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.6,needle_in_haystack:16384,75,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.7,needle_in_haystack:16384,75,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.8,needle_in_haystack:16384,75,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.3,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.4,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.5,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.6,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.7,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,blockwise,BlockWise,0.8,needle_in_haystack:16384,100,70.96774147762747,eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.3,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.4,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.5,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.6,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.7,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,chunkkv,ChunkKV,0.8,needle_in_haystack:16384,100,70.96774147762747,eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.3,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.4,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.5,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.6,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.7,needle_in_haystack:16384,100,74.99999953125,to eat a sandwich and sit in Dolores Park on a sunny day.
mistral_7b_instruct_v03,Mistral-7B-Instruct-v0.3,snapkv,SnapKV,0.8,needle_in_haystack:16384,100,70.96774147762747,eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.3,needle_in_haystack:16384,0,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.4,needle_in_haystack:16384,0,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.5,needle_in_haystack:16384,0,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.6,needle_in_haystack:16384,0,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.7,needle_in_haystack:16384,0,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.8,needle_in_haystack:16384,0,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.3,needle_in_haystack:16384,0,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.4,needle_in_haystack:16384,0,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.5,needle_in_haystack:16384,0,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.6,needle_in_haystack:16384,0,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.7,needle_in_haystack:16384,0,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.8,needle_in_haystack:16384,0,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.3,needle_in_haystack:16384,0,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.4,needle_in_haystack:16384,0,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.5,needle_in_haystack:16384,0,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.6,needle_in_haystack:16384,0,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.7,needle_in_haystack:16384,0,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.8,needle_in_haystack:16384,0,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.3,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.4,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.5,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.6,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.7,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.8,needle_in_haystack:16384,25,37.20930182801514," to **eat a sandwich and sit in Dolores Park**. This is mentioned in the book as a simple, enjoyable activity that captures the essence of the city."
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.3,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.4,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.5,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.6,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.7,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.8,needle_in_haystack:16384,25,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.3,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.4,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.5,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.6,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.7,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.8,needle_in_haystack:16384,25,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.3,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.4,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.5,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.6,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.7,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.8,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.3,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.4,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.5,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.6,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.7,needle_in_haystack:16384,50,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.8,needle_in_haystack:16384,50,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.3,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.4,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.5,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.6,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.7,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.8,needle_in_haystack:16384,50,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.3,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.4,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.5,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.6,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.7,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.8,needle_in_haystack:16384,75,62.068965089179564, to eat a sandwich and sit in Dolores Park.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.3,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.4,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.5,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.6,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.7,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.8,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.3,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.4,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.5,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.6,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.7,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.8,needle_in_haystack:16384,75,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.3,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.4,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.5,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.6,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.7,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,blockwise,BlockWise,0.8,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.3,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.4,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.5,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.6,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.7,needle_in_haystack:16384,100,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,chunkkv,ChunkKV,0.8,needle_in_haystack:16384,100,58.06451567117586, **eat a sandwich and sit in Dolores Park on a sunny day**.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.3,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.4,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.5,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.6,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.7,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
qwen3_8b,Qwen3-8B,snapkv,SnapKV,0.8,needle_in_haystack:16384,100,74.99999953125, to eat a sandwich and sit in Dolores Park on a sunny day.
